key,label,description
244,Gasto electoral,"Es la especificación de los costos que involucra cada acto electoral. Normalmente será propaganda y publicidad dirigida, directa o indirectamente, a promover el voto para un candidato. Legalmente se define como “todo desembolso en que se incurra para el financiamiento de los equipos, oficinas y servicios de los partidos políticos y candidatos, con ocasión y a propósito de los actos electorales” (art. 2, inc. 1° L. 19.884). Sin embargo, se adicionan costos como el resultante de las encuestas electorales, arriendo de sedes y equipos, servicios profesionales a las candidaturas, costos financieros de los créditos o endosos, transporte, donaciones a organizaciones, alimentación o trabajos voluntarios valorados objetivamente, entre otros. La L. 20.337 del año 2009 estableció a nivel constitucional una referencia al gasto electoral, incluyendo en el art. 18 que la LOC que regule el sistema electoral público debe también establecer un sistema de “financiamiento, transparencia, límite y control del gasto electoral” (véase “Sistema electoral”)."
245,Gasto público,"Véase “Administración financiera del Estado”. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]. Véase “Constitución económica” [Es el plexo normativo constitucional que regula los principios orientadores de la economía, los instrumentos de política económica, los derechos constitucionales de la esfera económica y el diseño institucional de la administración financiera del Estado.]."
246,Generales,Es el grado que poseen los oficiales ubicados dentro de la más alta escala jerárquica de las Fuerzas Armadas y de Carabineros de Chile y que ejercen el mando sobre sus instituciones. Les corresponde el mando superior de estas instituciones al Comandante en Jefe de cada rama y al Director General de Carabineros.
247,Gestión pendiente,"Requisito procesal para la admisibilidad de una acción o cuestión de inaplicabilidad por inconstitucional que se entiende como cualquier gestión que se siga ante un tribunal ordinario o especial, en la cual pueda ser aplicable un precepto legal que el juez o las partes estiman contrario a la Constitución (véase “Acción de inaplicabilidad por inconstitucionalidad”). La gestión pendiente limita el control que realiza el TC dirigiéndolo al litigio concreto en que tendrá aplicación la norma impugnada, sin controlar directamente la misma. Esta incidentalidad es el primer elemento del control concreto de constitucionalidad, que en el caso chileno es además concentrado [Pica, 2009: 106]."
248,Gobernación provincial,"Órgano de gobierno territorialmente desconcentrado de la Intendencia, encargado de la supervigilancia de los servicios públicos que ejercen legalmente la función administrativa en el territorio de su competencia y dirigido por un Gobernador, nombrado y removido por el Presidente de la República (art. 116 véase “Gobernador”)."
249,Gran minería del cobre,Estatuto constitucional y legal aplicable a un conjunto específico de empresas que explotaban yacimientos mineros y que fueron nacionalizados en 1971. Estas empresas fueron calificadas históricamente como “Gran Minería del Cobre”.
250,Grupos intermedios,"La doctrina tradicional los define como “organizaciones voluntariamente creadas por la persona humana, ubicadas entre el individuo y el Estado para que cumplan sus fines específicos a través de los medios de que dispongan, con autonomía frente al aparato público” [Cea, 2002: 177]. En un sentido similar, se ha considerado que constituyen una “pluralidad de personas que de algún modo se hayan vinculado por determinada situación, y así no lo son ni las personas separadamente consideradas ni en cierto modo tampoco las familias, que tienen una unidad no nacida sustancialmente de la voluntad de sus integrantes, ni las simples agrupaciones o aglomerados inorgánicos” [Silva Bascuñán, 1997 T. IV: 44]."
251,Guerra,Fenómeno histórico prohibido por el Derecho internacional que consiste en una situación fáctica de combate armado entre grupos antagonistas. No existe una definición de guerra en el ordenamiento jurídico chileno.
252,Hogar,"Véase “Inviolabilidad de las comunicaciones privadas y del domicilio” [Derecho vinculado con la protección de la intimidad, en el ámbito de las comunicaciones y del hogar doméstico, y que configura una esfera de no intervención estatal que prohíbe la interferencia de terceros en el espacio en que las personas ejercen su vida privada.]."
253,Honor de la nación,"Es el bien jurídico objetivo de que goza el Estado de Chile, su régimen democrático y sus instituciones constitucionales y que garantiza su independencia, su integridad territorial y sus principios de inserción pacífica con la comunidad internacional de la cual es parte. El honor de la Nación se afecta cuando, por acciones u omisiones, se cause un grave daño irreparable al régimen republicano y democrático, se lesionen gravemente las tradiciones cívicas y constitucionales o se coloque al Estado y su pueblo en una situación de desprestigio tal que afecte la convivencia con otras naciones."
254,Ideas matrices o fundamentales de un proyecto de ley,"Constituyen el núcleo conceptual que agrupa las normas y preceptos de un proyecto de ley, dotándolo de sentido, unidad y coherencia en tanto cuerpo normativo y se erigen como un límite general a la facultad de formular indicaciones legislativas u observaciones al mismo."
255,Impedimentos del Presidente de la República,"Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).]."
256,Impuestos,"Tributo establecido por ley en beneficio fiscal, que no contempla una contraprestación estatal para el contribuyente."
257,Impuestos regionales o locales,"Tributos establecidos por la ley en beneficio de regiones y comunas determinadas por la misma, que gravan actividades de clara identificación regional o local, y que no contemplan una contraprestación estatal para el contribuyente."
258,Inamovilidad de jueces,"Regla especial de protección de los magistrados judiciales, en virtud de la cual se prohíbe la remoción en sus cargos mientras conserven el buen comportamiento exigido por la Constitución y las leyes, salvo las causales legales y constitucionales de cesación. Constituye una de las garantías esenciales para la efectiva imparcialidad e independencia del juez, cuya finalidad es evitar presiones o influencias sobre la decisión del magistrado, impidiendo el temor de que el sentido de ésta constituya un motivo de pérdida del empleo, así como también la independencia del Poder Judicial en relación a los demás órganos del Estado."
259,Inaplicabilidad,"Véase “Acción de inaplicabilidad por inconstitucionalidad” [“acción que el ordenamiento supremo franquea para evitar que la aplicación de uno o más preceptos legales, invocados en una gestión judicial pendiente, produzca efectos, formal o sustantivamente, contrarios al Código Político. Trátase, por ende, de un control concreto de la constitucionalidad de la ley, centrado en el caso sub lite y cuya resolución se limita a qué disposiciones legales determinadas, en sí mismas, resulten, en su sentido y alcance intrínseco, inconciliables con el texto y el espíritu de la Carta Fundamental” (STC R. 1390-09, véase “Control de constitucionalidad”).]. Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.]."
260,Incapacidad parlamentaria,"Prohibiciones de nombramiento de los parlamentarios en determinadas funciones establecidas en la Constitución. Su duración se extiende a lo largo del desempeño de la función parlamentaria, iniciada desde la proclamación efectuada por el TRICEL y durante los seis meses siguientes al término del mandato electivo."
261,Incautación de bienes,"También conocida como confiscación. El TC ha sentenciado que confiscación es, siguiendo a la RAE, una “pena o sanción consistente en la apropiación por el Estado de la totalidad del patrimonio de un sujeto” y, siguiendo a la doctrina, estimó que constituye “un apoderamiento de los bienes de una persona –generalmente cuando ellos constituyen una universalidad–, los que se traspasan desde el dominio privado al del Estado, sin ley que justifique la actuación ni proceso en que se ventilen los derechos del afectado.” (STC R. 541-06, c. 12°)."
262,Incompatibilidad parlamentaria,"Prohibición que impide al parlamentario el desempeño conjunto de su mandato con otros cargos públicos señalados por la Constitución o las leyes, salvo su derecho a integrar el Consejo Regional correspondiente a su distrito o circunscripción senatorial."
263,Incomunicación,"La incomunicación es una medida penitenciaria de apremio impuesta por el juez, que aísla al individuo privado de libertad de contacto con terceras personas, cuando se considera indispensable para la averiguación y comprobación del delito."
264,Inconstitucionalidad,"Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.]."
265,Inconstitucionalidad de partidos políticos,"Véase “Control de constitucionalidad” [Es la expresión genérica de un conjunto de procedimientos reglados, constitucional y legalmente, que se suscitan ante el TC por órganos legitimados procesalmente, con el objeto de contrastar contra un parámetro iusfundamental, diversos cuerpos normativos específicos y cuyo resultado es una sentencia estimatoria o desestimatoria de constitucionalidad. Este procedimiento jurisdiccional está integrado por el sujeto o parámetro de control, por las normas objeto de control, por una ritualidad procesal y por determinados efectos específicos relativos a la norma, sea interpretándola de manera conforme con la Constitución, declarándola inaplicable a efectos del caso concreto o expulsándola del ordenamiento jurídico.]."
266,Indemnización por error judcial,"Acción constitucional establecida en el art. 19 No 7 letra i), a favor de quien ha sido procesado o condenado “en cualquier instancia por resolución que la Corte Suprema declare injustificadamente errónea o arbitraria”, estableciendo el derecho a que sea indemnizado por el Estado “de los perjuicios patrimoniales y morales que haya sufrido”, una vez dictado el sobreseimiento definitivo o sentencia absolutoria."
267,Independencia de la nación,"Véase “Juramento o promesa” [Es el acto solemne mediante el cual el Presidente de la República, bajo la regla que dicte su conciencia, acepta asumir el mando de la Nación, toma posesión del cargo y ejerce de inmediato sus funciones. Con ello se cumple el requisito de investidura regular del cargo de Presidente de la República (arts. 7 y 27; véase “Presidente de la República”).]."
268,Independientes,"Ciudadanos con derecho a sufragio activo y pasivo que nunca han militado en un partido político o cuya desafiliación a uno de ellos aconteció, a lo menos, nueve meses antes de la inscripción de su candidatura para ser electos en un cargo de elección popular."
269,Indicación legislativa,"Acto jurídico legislativo en virtud del cual el Presidente de la República, diputados o senadores efectúan “adiciones o correcciones” y, en general, modificaciones a un proyecto de ley durante su tramitación ante el Congreso Nacional, siempre y cuando tengan una relación directa con las ideas matrices o fundamentales del proyecto en cuestión. La indicación se formaliza por medio de un documento presentado ante el secretario de la Corporación respectiva."
270,Indulto,"Gracia concedida por la autoridad competente a un condenado por sentencia ejecutoriada, consistente en la dispensa de la pena o su conmutación por otra menos rigurosa."
271,Inexcusabilidad de los tribunales [principio de],"Principio general de competencia que obliga a los tribunales de justicia a pronunciarse sobre un asunto de relevancia jurídica, aun en ausencia de norma que resuelva la materia, siempre que se reclame su intervención de forma legal y dentro del ámbito de su competencia (art. 76, inc. 2°; art. 112 COT)."
272,Inhabilidad parlamentaria,"Prohibición taxativa establecida por la Constitución para ser candidato a Diputado o Senador por encontrarse en una situación determinada o por estar ejerciendo un cargo específico, aun cumpliendo con los requisitos de elegibilidad respectivos."
273,Iniciativa de ley,Acto jurídico de un sujeto legislador habilitado por la Constitución para ingresar un proyecto de ley en una Cámara de origen determinada y poner en movimiento el proceso de formación de la ley.
274,Iniciativa exclusiva del Presidente de la República,"Competencia reservada únicamente al Presidente de la República para someter un proyecto de ley, en aquellas materias que la Constitución establece expresamente, a su discusión y tramitación legislativa."
275,Inmunidades,"El concepto de inmunidad sólo se utiliza en una disposición constitucional, dentro de las reglas que regulan los estados de excepción. Es una garantía institucional de no afectación de la autoridad y las competencias de los órganos constitucionales bajo un estado de excepción constitucional. En términos generales, y no respecto de la literalidad de la Constitución, la inmunidad se entiende como un mandato de no afectación frente al ejercicio del poder estatal. Es decir, se trata de una esfera de protección especial, similar a los privilegios medievales."
276,Insistencia del presidente de la república,"Véase “Veto” [Facultad concedida al Presidente de la República, en virtud de su calidad de colegislador, mediante la cual puede solicitar a la Cámara de origen o revisora que considere nuevamente el proyecto rechazado o enmendado en primer o segundo trámite constitucional, según corresponda.]."
277,Integración de ministros titulares,"Exigencia constitucional que deben cumplir las Cortes de Apelaciones, al conocer de la apelación de una resolución que se pronuncie sobre la libertad del imputado por delitos terroristas (art. 9, véase “Terrorismo”). Según lo requerido por la Constitución, al momento de conocer el recurso de apelación, la Sala de la Corte sólo puede estar compuesta por miembros titulares."
278,Interdicción de la arbitrariedad de los poderes públicos,"Véase “Estado de Derecho” [Es la expresión histórica que identifica los Estados, donde quién gobierna es la ley, siendo una condición resultante de la idea igualitaria de que no hay nadie por debajo ni encima de ésta, imponiendo requisitos formales, tales como el principio de legalidad, la separación de poderes o la independencia judicial, y que adquieren pleno sentido en el cumplimiento de requisitos materiales como la sujeción democrática y el pleno respeto a los derechos fundamentales de todos. También se le conoce como “imperio del Derecho” o “rule of law”. El Estado de Derecho es un principio político en virtud del cual las personas e instituciones del Estado ejercen sus potestades sujetos a reglas jurídicas que se aplican igualitariamente, y su poder tiene como límite el pleno respeto a los derechos fundamentales.]."
279,Interés nacional,"Bien público de rango constitucional, que consiste en aquellas materias de relevancia clave para la comunidad política, definidas por ley, y en virtud del cual se autoriza al legislador a restringir o limitar un derecho fundamental o autorizar la reserva o secreto de información pública."
280,Intereses generales de la nación,"Véase “Interés nacional” [Bien público de rango constitucional, que consiste en aquellas materias de relevancia clave para la comunidad política, definidas por ley, y en virtud del cual se autoriza al legislador a restringir o limitar un derecho fundamental o autorizar la reserva o secreto de información pública.]."
281,Interpelación,"Atribución de la Cámara de Diputados, en virtud de la cual la minoría política puede fiscalizar los actos del Gobierno, mediante la citación de un Ministro de Estado en ejercicio, con el objeto de formular preguntas y replicar respuestas relacionadas con el desempeño de su cargo (art. 52 No 1, letra b)."
282,Interpretación constitucional,"Actividad argumentativa en virtud de la cual se fija el sentido y alcance de una o más disposiciones constitucionales. La interpretación constitucional, en cuanto actividad hermenéutica, no se diferencia sustancialmente de la interpretación jurídica que se realiza en el ámbito de otras disciplinas del Derecho, como el Derecho civil o penal, salvo por el objeto que se somete a tal examen. Sin perjuicio de lo anterior, es común que tanto la doctrina como la jurisprudencia afirmen la preeminencia de determinados “principios” o métodos interpretativos que tienen especial relevancia a la hora de discernir el contenido de los preceptos constitucionales, especialmente respecto de los valores constitucionales o los derechos fundamentales. A continuación, se da cuenta de algunos de los criterios o métodos frecuentemente utilizados en la interpretación constitucional."
283,Intimación de órdenes,"Comunicación de carácter informativo que todo funcionario policial (efectivo de la Policía de Investigaciones o de Carabineros de Chile) encargado de practicar un arresto o detención ordenada por funcionario público con competencia para ello, debe realizar previamente al destinatario de la medida (informando, dando lectura o exhibiendo la orden decretada en su contra)."
284,Inversiones sectoriales de asignación regional,"Instrumento financiero que comprende “estudios preinversionales, programas y proyectos de inversión que, siendo de responsabilidad de un Ministerio o de sus servicios centralizados o descentralizados, se deban materializar en una región específica y cuyos efectos económicos directos se concentren principalmente en ella” (art. 80, inc. 2° LOC GAR)."
285,Investidura regular y previa,"Véase “Estado de Derecho” [Es la expresión histórica que identifica los Estados, donde quién gobierna es la ley, siendo una condición resultante de la idea igualitaria de que no hay nadie por debajo ni encima de ésta, imponiendo requisitos formales, tales como el principio de legalidad, la separación de poderes o la independencia judicial, y que adquieren pleno sentido en el cumplimiento de requisitos materiales como la sujeción democrática y el pleno respeto a los derechos fundamentales de todos. También se le conoce como “imperio del Derecho” o “rule of law”. El Estado de Derecho es un principio político en virtud del cual las personas e instituciones del Estado ejercen sus potestades sujetos a reglas jurídicas que se aplican igualitariamente, y su poder tiene como límite el pleno respeto a los derechos fundamentales.]."
286,Investigación penal,"La investigación de los delitos es una facultad privativa del Ministerio Público, el cual dirigirá en forma exclusiva la investigación de los hechos constitutivos de delito, los que determinaren la participación punible y los que acreditaren la inocencia del imputado, en la forma prevista por la Constitución y la ley (art. 83, véase “Ministerio Público”)."
287,Inviolabilidad de las comunicaciones privadas y del domicilio,"Derecho vinculado con la protección de la intimidad, en el ámbito de las comunicaciones y del hogar doméstico, y que configura una esfera de no intervención estatal que prohíbe la interferencia de terceros en el espacio en que las personas ejercen su vida privada."
288,Inviolabilidad parlamentaria,"Regla excepcional de irresponsabilidad penal que gozan los diputados y senadores por las opiniones y votos que emitan en desempeño de sus cargos, en sesiones de sala o comisión (art. 61, inc. 1°; véase “Comisión parlamentaria”, “Congreso Nacional”)."
289,Irretroactividad de la ley penal,"Véase “Principio de legalidad penal” [El principio de legalidad es la garantía más conocida y consensuada del Derecho penal, exige que los delitos y las penas sean establecidas previamente por una ley en un sentido escrito y estricto, que cuente con un nivel de especificidad tal que permita advertir al individuo cuál es la conducta prohibida y las consecuencias jurídicas que se siguen a su inadvertencia.]."
290,Jefatura Suprema de las Fuerzas Armadas,"Función que asume el Presidente de la República cuando activa los planes de la Defensa Nacional, en caso de crisis internacional o guerra exterior, ordenando el empleo de las fuerzas militares bajo el mando del Jefe del Estado Mayor Conjunto, obligado a la conducción estratégica de los medios asignados (art. 32 No 18, en concordancia con los arts. 1, inc. 5° y 7° de la L. 20.424)."
291,Jefe de Estado,"Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).]."
292,Jefe de Gobierno,"Véase “Presidente de la República” [Jefe de Estado y de Gobierno, a quien corresponde el gobierno y la administración del Estado. Tal como lo establece la Constitución, “[s]u autoridad se extiende a todo cuanto tiene por objeto la conservación del orden público en el interior y la seguridad externa de la República, de acuerdo con la Constitución y las leyes” (art. 24).]."
293,Jefe de la defensa nacional,"Cargo o función delegada por el Presidente de la República que asume la dirección y supervigilancia de su jurisdicción, con las atribuciones y deberes señalados por la ley, a partir de la declaración de los estados de catástrofe y de emergencia (véase “Estados de excepción constitucional”)."
294,Juez,"Véase “Tribunal” [Órgano estatal creado por ley cuya principal potestad es ejercer la función jurisdiccional [Correa, 2005: 88]. Detentor exclusivo de la facultad de conocer, resolver y ejecutar lo juzgado en causas civiles y criminales (art. 76), habiendo sido establecido por ley con anterioridad a la perpetración del hecho (art. 19 n. 3 inc. 5°). Su organización y atribuciones son determinadas a través de ley orgánica constitucional (art. 77; véase “Ley orgánica constitucional”). Constituye el antónimo del concepto constitucional de comisiones especiales (art. 19 n. 3 inc. 5°).]."
295,Juicio de cuentas,"Procedimiento jurisdiccional, contencioso, administrativo y de doble instancia, cuya competencia exclusiva corresponde a la CGR y que tiene por finalidad concluir y hacer efectiva la responsabilidad civil extracontractual que afecta a todas las cuentas de los funcionarios (cuentadantes) o entidades que custodien, administren, recauden o inviertan rentas, fondos o bienes fiscales, municipales y de la Beneficencia Pública, o de toda persona o entidad que deba rendir sus cuentas a la Contraloría o que esté sometida a su fiscalización; en el caso de formularse reparos a las cuentas examinadas (examen de cuentas fiscales). (Art. 98; véase “Contraloría General de la República”)"
296,Juicio político,"Denominación que se emplea para designar el procedimiento de acusación constitucional en su conjunto, establecido en los arts. 52 No 2 y 53 No 1 (véase “Acusación constitucional”). Esta expresión no aparece como tal en la Constitución."
297,Juntas electorales,Véase “Organización electoral” [Conjunto de autoridades electorales y de aquellas reglas que permiten el desarrollo y funcionamiento de elecciones y votaciones populares.].
298,Juramento o promesa,"Es el acto solemne mediante el cual el Presidente de la República, bajo la regla que dicte su conciencia, acepta asumir el mando de la Nación, toma posesión del cargo y ejerce de inmediato sus funciones. Con ello se cumple el requisito de investidura regular del cargo de Presidente de la República (arts. 7 y 27; véase “Presidente de la República”)."
299,Jurisdicción,"En nuestro país, se suele definir este concepto como el poder-deber del Estado realizado por sus órganos competentes, en virtud del cual, por acto de juicio, se determina el Derecho de las partes, con el objeto de dirimir sus conflictos y controversias de relevancia jurídica, mediante la decisión definitiva e inalterable con autoridad de cosa juzgada y posibilidad de ejecución."
300,Justa retribución,"Véase “Salario mínimo” [Monto exiguo de remuneración que, establecido por ley, pretende asegurar a todos los trabajadores, independientemente de la actividad que realicen, un ingreso mensual que se estima que satisface las necesidades básicas y compatibles con el crecimiento económico. El salario mínimo es distinto de la justa retribución (véase “Justa retribución”).]."
301,Justicia electoral,"Son los tribunales especiales que conocen de las elecciones, regulan el debido proceso en las reclamaciones electorales y califican los resultados en las votaciones populares determinadas por la Constitución. Son tribunales de jurisdicción política y electoral no sometidos a la superintendencia directiva, correccional y económica de la Corte Suprema, pese a la manifiesta influencia de ésta en su configuración. La Constitución regula en los arts. 95 y 96 los dos tipos de tribunales electorales: el nacional y los regionales (véase “Tribunal Calificador de Elecciones”, “Tribunales Electorales Regionales”)."
302,Legislatura,"Período en que los miembros del Congreso Nacional se reúnen en sesiones para el cumplimiento de sus funciones. Tradicionalmente, las sesiones del Congreso se dividían en legislatura ordinaria y extraordinaria. La legislatura ordinaria correspondía a las sesiones comprendidas entre el 21 de mayo y el 18 de septiembre de cada año. La legislatura extraordinaria era aquella originada por la convocatoria del Presidente de la República o del mismo Congreso, con el objetivo de tener un período de sesiones entre el 19 de septiembre y el 20 de mayo. Esta distinción fue eliminada en la reforma constitucional del 2005."
303,Legítima defensa colectiva,"Es el derecho de cada Estado para repeler un ataque armado o agresión exterior en su contra, bajo el marco jurídico de la Carta ONU y el Derecho internacional."
304,Ley,"El CC define ley, en su art. 1, como “una declaración de la voluntad soberana, que manifestada en la forma prescrita por la Constitución, manda, prohíbe o permite”."
305,Ley de presupuestos,"Ley de carácter especial, cuya formación se rige bajo reglas particulares establecidas en la Constitución, que fija la estimación de ingresos y gastos del erario nacional y cuya vigencia, en general, se circunscribe a un año calendario, pero que contempla obligaciones de ejecución diferida."
306,Ley penal en blanco,"Véase “Principio de legalidad penal” [El principio de legalidad es la garantía más conocida y consensuada del Derecho penal, exige que los delitos y las penas sean establecidas previamente por una ley en un sentido escrito y estricto, que cuente con un nivel de especificidad tal que permita advertir al individuo cuál es la conducta prohibida y las consecuencias jurídicas que se siguen a su inadvertencia.]."
307,Libertad,"Véase “Libre desarrollo de la personalidad” [Es el reconocimiento residual de todas las libertades innominadas como norma general de clausura de la libertad en el ordenamiento constitucional, bajo la garantía de que la intromisión sobre ellas debe tener una finalidad constitucional legítima y preservando el contenido esencial de la misma.]."
308,Libertad artística,"Es la libertad para crear mediante recursos visuales, lingüísticos o sonoros o por cualquier medio la expresión de ideas, emociones y percepciones sensibles del modo que importen un fragmento del mundo real o imaginario, al margen de coacciones estatales indebidas."
309,Libertad de adquisición del dominio,"Derecho constitucional que asegura la facultad para adquirir toda clase de bienes, salvo aquellos que la naturaleza ha hecho comunes a todos los hombres o que la ley declare que deban pertenecer a la Nación toda."
310,Libertad de cátedra,"Principio de acción que orienta la función docente e investigadora del profesor y que lo protege contra intromisiones arbitrarias en su libertad de expresión educativa, graduada según el nivel de enseñanza que imparta."
311,Libertad de circulación y residencia,"Derecho a la libertad ambulatoria, de locomoción o desplazamiento físico de la persona humana, que permite el asentamiento en un lugar así como el cambio de domicilio y residencia, dentro o fuera del país."
312,Libertad de conciencia,"Derecho fundamental que protege el proceso de desarrollo intelectual del ser humano y la facultad de decidir si adherir o no a concepciones valóricas, creencias religiosas, filosóficas, ideológicas o de cualquier naturaleza."
313,Libertad de enseñanza,"Enseñanza puede definirse como un instrumento o medio de educación que comprende un proceso sistemático de transmisión de conocimientos, de manera formal o informal. La libertad de enseñanza, o libertad educacional, se entiende como “la facultad de las personas para transmitir o entregar a otras personas conocimiento bajo cierto método de manera informal o formal, para lo cual pueden abrir, organizar y mantener establecimientos de enseñanza” [Jordán, 2009: 196]."
314,Libertad de expresión,"Permisión constitucional que establece la facultad del individuo para informar, opinar y, en general, expresarse sin autorización ni censura previa, en cualquier forma y por cualquier medio."
315,Libertad de trabajo,"Es la autonomía laboral individual, asegurada en el art. 19 No 16 de la Constitución, para elegir, emplearse y abandonar una ocupación determinada."
316,Libertad profesional,"Facultad individual de escoger una profesión, desarrollarla, ejercerla y abandonarla, cumpliendo con los requisitos establecidos en la ley."
317,Libertad religiosa,"Véase “Libertad de conciencia” [Derecho fundamental que protege el proceso de desarrollo intelectual del ser humano y la facultad de decidir si adherir o no a concepciones valóricas, creencias religiosas, filosóficas, ideológicas o de cualquier naturaleza.]."
318,Libertad sindical,"Derecho de los trabajadores para constituir organizaciones, afiliarse o desafiliarse a ellas, a darse su propia normativa sin intervención de terceros y a realizar el ejercicio de la actividad sindical por medio de la promoción y defensa de los intereses que le son propios."
319,Libre contratación y elección del trabajo,"La libertad de contratación se ha definido como “autodeterminación del individuo para otorgar su consentimiento en la realización de actos y contratos lícitos, atendiendo a sus intereses” [Irureta, 2006: 61]."
320,Libre desarrollo de la personalidad,"Es el reconocimiento residual de todas las libertades innominadas como norma general de clausura de la libertad en el ordenamiento constitucional, bajo la garantía de que la intromisión sobre ellas debe tener una finalidad constitucional legítima y preservando el contenido esencial de la misma."
321,Límites a los derechos fendamentales,"Es la reducción, a primera vista, del contenido constitucionalmente protegido de un derecho mediante la exclusión originada en una medida legislaliva, jurisdiccional o administrativa. Esta definición hace hincapié en la expresión “límite de los derechos” acentuando el resultado relativo a la reducción del ámbito del derecho potencialmente protegido. Por tanto, no es la idea a secas de “límite”, que podríamos definir como la norma o regla de habilitación para la creación, constitución o mera declaración de restricciones que están reflejados en la regulación de cada derecho fundamental."
322,Límites al dominio,"Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.]."
323,Magistrado,"Véase “Tribunal” [Órgano estatal creado por ley cuya principal potestad es ejercer la función jurisdiccional [Correa, 2005: 88]. Detentor exclusivo de la facultad de conocer, resolver y ejecutar lo juzgado en causas civiles y criminales (art. 76), habiendo sido establecido por ley con anterioridad a la perpetración del hecho (art. 19 n. 3 inc. 5°). Su organización y atribuciones son determinadas a través de ley orgánica constitucional (art. 77; véase “Ley orgánica constitucional”). Constituye el antónimo del concepto constitucional de comisiones especiales (art. 19 n. 3 inc. 5°).]."
324,Malversación de caudales públicos,"Conducta tipificada por la ley en virtud de la cual un “empleado público que, teniendo a su cargo caudales o efectos públicos o de particulares en depósito, consignación o secuestro, los substrajere o consintiere que otro los substraiga” es castigado con una penalidad que varía en razón de la cuantía de lo substraído (art. 233 CP)."
325,Mar territorial,"Véase “Territorio” [Extensión geográfica terrestre, marítima y área en la cual se despliega la autoridad del Estado y se ejerce el poder. Es uno de los elementos del Estado, según la teoría clásica del mismo.]."
326,Materias de ley,"Listado sustantivo de cuestiones que deben ser normadas, en razón del mandato constitucional, por leyes en sentido estricto. Las materias de ley articulan una esfera de competencia normativa reservada al legislador (véase “Reservas normativas”)."
327,Medidas cautelares,"Mecanismos establecidos para asegurar el resultado de una acción, el objeto del proceso y la efectividad de la sentencia. Constituye un elemento de la tutela efectiva de los derechos (véase “Derecho a la tutela judicial”), pues permite que los efectos de la decisión jurisdiccional puedan llevarse a cabo, aun en casos de dificultad o dilación del proceso."
328,Medidas de vigilancia,"En un sentido común y general, consisten en el conjunto de disposiciones o prevenciones para el cuidado, atención, control, seguimiento y vigilancia exacta de personas imputadas por la comisión de un delito penal, que hayan sido beneficiadas por resolución judicial ejecutoriada del ejercicio de su derecho a la libertad personal, a cargo de Gendarmería de Chile y las Fuerzas de Orden y Seguridad Pública, en su caso."
329,Medio ambiente,"La ley define el concepto de medio ambiente como el “[s]istema global constituido por elementos naturales y artificiales de naturaleza física, química o biológica, socioculturales y sus interacciones, en permanente modificación por la acción humana o natural y que rige y condiciona la existencia y desarrollo de la vida en sus múltiples manifestaciones” (art. 2 letra ll) LBGMA). Asimismo, se entiende por medio ambiente libre de contaminación “aquél en el que los contaminantes se encuentran en concentraciones y períodos inferiores a aquéllos susceptibles de constituir un riesgo a la salud de las personas, a la calidad de vida de la población, a la preservación de la naturaleza o a la conservación del patrimonio ambiental” (art. 2 letra m) LBGMA). Véase “Contaminación”, “Derecho a vivir en un medio ambiente libre de contaminación”)."
330,Mensaje,"Véase “Iniciativa de ley” [Acto jurídico de un sujeto legislador habilitado por la Constitución para ingresar un proyecto de ley en una Cámara de origen determinada y poner en movimiento el proceso de formación de la ley.]. Véase “Iniciativa exclusiva del Presidente de la República” [Competencia reservada únicamente al Presidente de la República para someter un proyecto de ley, en aquellas materias que la Constitución establece expresamente, a su discusión y tramitación legislativa.]."
